473.0,
546.0,
481.0,
466.0,
475.0,
532.0,
470.0,
505.0,
482.0,
482.0,
528.0,
466.0,
513.0,
547.0,
458.0,
506.0,
520.0,
497.0,
519.0,
500.0,
483.0,
523.0,
481.0,
497.0,
503.0,
459.0,
489.0,
545.0,
498.0,
525.0,
