525.0,
583.0,
637.0,
547.0,
593.0,
621.0,
538.0,
520.0,
636.0,
553.0,
526.0,
533.0,
661.0,
567.0,
533.0,
562.0,
621.0,
548.0,
522.0,
570.0,
659.0,
554.0,
531.0,
533.0,
581.0,
568.0,
534.0,
556.0,
639.0,
565.0,
