1088.0,
1124.0,
1219.0,
1160.0,
1140.0,
1121.0,
1136.0,
1106.0,
1138.0,
1221.0,
1876.0,
1858.0,
1786.0,
1111.0,
1206.0,
1155.0,
1166.0,
1147.0,
1153.0,
1150.0,
1138.0,
1102.0,
1120.0,
1126.0,
1145.0,
1108.0,
1071.0,
1144.0,
1124.0,
1134.0,
