791.0,
864.0,
937.0,
910.0,
861.0,
816.0,
878.0,
814.0,
837.0,
838.0,
837.0,
806.0,
889.0,
837.0,
826.0,
840.0,
845.0,
813.0,
851.0,
904.0,
857.0,
887.0,
866.0,
858.0,
840.0,
861.0,
838.0,
824.0,
898.0,
823.0,
