784.0,
850.0,
856.0,
791.0,
817.0,
824.0,
819.0,
815.0,
812.0,
869.0,
803.0,
808.0,
859.0,
775.0,
799.0,
874.0,
834.0,
798.0,
830.0,
792.0,
811.0,
803.0,
786.0,
818.0,
1043.0,
1350.0,
1380.0,
1329.0,
812.0,
815.0,
