284.0,
308.0,
324.0,
283.0,
262.0,
267.0,
303.0,
254.0,
282.0,
315.0,
304.0,
270.0,
280.0,
310.0,
336.0,
267.0,
281.0,
296.0,
291.0,
261.0,
298.0,
312.0,
304.0,
295.0,
273.0,
273.0,
256.0,
293.0,
297.0,
268.0,
