219.0,
213.0,
222.0,
238.0,
240.0,
271.0,
212.0,
230.0,
239.0,
248.0,
294.0,
214.0,
225.0,
245.0,
218.0,
223.0,
240.0,
229.0,
307.0,
233.0,
249.0,
216.0,
259.0,
260.0,
251.0,
259.0,
213.0,
234.0,
236.0,
229.0,
