221.0,
245.0,
245.0,
244.0,
244.0,
294.0,
214.0,
238.0,
266.0,
217.0,
237.0,
252.0,
250.0,
258.0,
235.0,
215.0,
243.0,
245.0,
236.0,
217.0,
232.0,
245.0,
232.0,
210.0,
222.0,
240.0,
241.0,
236.0,
263.0,
254.0,
