218.0,
214.0,
216.0,
259.0,
245.0,
235.0,
211.0,
245.0,
241.0,
238.0,
243.0,
219.0,
263.0,
264.0,
245.0,
299.0,
290.0,
244.0,
234.0,
269.0,
222.0,
276.0,
280.0,
269.0,
255.0,
262.0,
219.0,
223.0,
268.0,
239.0,
