1033.0,
900.0,
844.0,
848.0,
818.0,
841.0,
829.0,
843.0,
871.0,
817.0,
884.0,
856.0,
828.0,
842.0,
861.0,
945.0,
1383.0,
1394.0,
1392.0,
1175.0,
856.0,
838.0,
845.0,
852.0,
825.0,
853.0,
855.0,
839.0,
838.0,
867.0,
