759.0,
853.0,
861.0,
802.0,
841.0,
841.0,
853.0,
869.0,
831.0,
811.0,
888.0,
804.0,
807.0,
827.0,
844.0,
843.0,
983.0,
927.0,
874.0,
905.0,
912.0,
990.0,
1007.0,
849.0,
977.0,
871.0,
874.0,
1002.0,
912.0,
870.0,
