257.0,
261.0,
260.0,
288.0,
282.0,
281.0,
277.0,
354.0,
372.0,
310.0,
252.0,
282.0,
289.0,
293.0,
299.0,
258.0,
299.0,
281.0,
252.0,
278.0,
270.0,
311.0,
307.0,
285.0,
262.0,
295.0,
298.0,
288.0,
261.0,
288.0,
