4624.0,
7254.0,
7153.0,
5398.0,
4247.0,
4280.0,
4303.0,
4260.0,
4327.0,
4211.0,
4373.0,
4258.0,
4368.0,
4296.0,
4362.0,
4266.0,
7138.0,
7225.0,
5958.0,
4537.0,
4293.0,
4326.0,
4316.0,
4280.0,
4328.0,
4318.0,
4324.0,
4202.0,
4434.0,
4281.0,
