3211.0,
3263.0,
3202.0,
3197.0,
3142.0,
3160.0,
3219.0,
3152.0,
3160.0,
3089.0,
3201.0,
3446.0,
3118.0,
3082.0,
3176.0,
3183.0,
3201.0,
3152.0,
3220.0,
3735.0,
5391.0,
5467.0,
5374.0,
3188.0,
3185.0,
3160.0,
3229.0,
3242.0,
3232.0,
3203.0,
