1307.0,
2271.0,
2278.0,
2373.0,
2221.0,
2205.0,
2214.0,
2190.0,
2305.0,
2210.0,
2209.0,
2289.0,
2255.0,
2214.0,
2177.0,
2295.0,
2225.0,
2138.0,
2129.0,
2235.0,
2277.0,
2268.0,
2280.0,
2194.0,
2279.0,
2268.0,
1292.0,
1267.0,
1302.0,
1277.0,
