943.0,
1290.0,
1805.0,
1744.0,
1781.0,
1699.0,
1697.0,
1706.0,
1649.0,
1671.0,
1661.0,
1696.0,
1657.0,
1623.0,
1658.0,
1626.0,
1665.0,
1736.0,
1646.0,
1705.0,
1688.0,
1602.0,
1606.0,
1554.0,
1698.0,
1643.0,
1667.0,
1711.0,
1717.0,
1626.0,
