9428.0,
7112.0,
6308.0,
6149.0,
6310.0,
6205.0,
6277.0,
6338.0,
6193.0,
6189.0,
6936.0,
9495.0,
9560.0,
9906.0,
9433.0,
9549.0,
9567.0,
7170.0,
6390.0,
6218.0,
6267.0,
6323.0,
6335.0,
6262.0,
6185.0,
6087.0,
7157.0,
9449.0,
9366.0,
9672.0,
