14283.0,
13797.0,
10101.0,
8899.0,
8847.0,
8779.0,
8801.0,
8706.0,
8735.0,
13375.0,
13482.0,
13507.0,
13475.0,
12429.0,
8759.0,
8621.0,
8753.0,
8713.0,
8568.0,
8696.0,
10148.0,
13586.0,
13762.0,
13559.0,
13935.0,
10506.0,
8689.0,
8670.0,
8494.0,
8724.0,
