7390.0,
10351.0,
11810.0,
11701.0,
11529.0,
11506.0,
11628.0,
8926.0,
7230.0,
7513.0,
7161.0,
7190.0,
7473.0,
7217.0,
7200.0,
9628.0,
11640.0,
11791.0,
11752.0,
11042.0,
11350.0,
9534.0,
7365.0,
7283.0,
7217.0,
7270.0,
7399.0,
7263.0,
7234.0,
8453.0,
