10995.0,
11839.0,
11705.0,
11297.0,
11105.0,
11689.0,
7988.0,
6826.0,
6959.0,
6842.0,
6772.0,
6738.0,
6886.0,
6842.0,
6652.0,
11745.0,
11676.0,
11760.0,
11309.0,
11229.0,
11726.0,
7579.0,
6894.0,
6798.0,
6766.0,
6917.0,
7013.0,
6767.0,
6803.0,
7844.0,
