10616.0,
10438.0,
10491.0,
14793.0,
16373.0,
16625.0,
16295.0,
13887.0,
10113.0,
10467.0,
10260.0,
10367.0,
10295.0,
14575.0,
16349.0,
16509.0,
16031.0,
14363.0,
10240.0,
10100.0,
10295.0,
10313.0,
10191.0,
12756.0,
16611.0,
16469.0,
16039.0,
15947.0,
10401.0,
10470.0,
