8936.0,
8864.0,
8769.0,
8716.0,
12361.0,
14885.0,
13917.0,
13521.0,
13694.0,
8929.0,
8730.0,
8579.0,
8544.0,
8725.0,
8756.0,
9804.0,
13654.0,
13483.0,
13487.0,
13918.0,
10856.0,
8576.0,
8691.0,
8719.0,
8719.0,
8729.0,
8613.0,
11643.0,
13673.0,
14052.0,
