6257.0,
6165.0,
6243.0,
6224.0,
9355.0,
9657.0,
9472.0,
9387.0,
9744.0,
9260.0,
8275.0,
6218.0,
6304.0,
6177.0,
6270.0,
6177.0,
6276.0,
6134.0,
6220.0,
6163.0,
9053.0,
9707.0,
9262.0,
9669.0,
9682.0,
9505.0,
8029.0,
6442.0,
6251.0,
6381.0,
