7197.0,
9298.0,
8906.0,
9156.0,
9176.0,
8837.0,
8969.0,
6363.0,
5890.0,
5722.0,
5716.0,
5743.0,
5632.0,
5648.0,
5786.0,
5630.0,
5606.0,
7643.0,
9373.0,
9199.0,
8877.0,
9101.0,
8957.0,
8956.0,
6488.0,
6000.0,
5704.0,
5884.0,
5910.0,
5743.0,
