846.0,
822.0,
796.0,
786.0,
805.0,
803.0,
875.0,
815.0,
831.0,
836.0,
816.0,
808.0,
832.0,
829.0,
804.0,
819.0,
807.0,
808.0,
789.0,
832.0,
876.0,
815.0,
825.0,
831.0,
828.0,
817.0,
839.0,
807.0,
823.0,
812.0,
