11521.0,
12071.0,
11898.0,
11413.0,
11222.0,
12081.0,
11315.0,
14628.0,
16406.0,
11962.0,
11668.0,
11195.0,
11511.0,
11658.0,
11493.0,
11574.0,
11920.0,
11519.0,
11513.0,
11433.0,
11313.0,
11246.0,
11161.0,
11226.0,
10950.0,
11532.0,
11605.0,
11698.0,
11567.0,
11221.0,
