879.0,
905.0,
877.0,
829.0,
852.0,
822.0,
869.0,
938.0,
819.0,
895.0,
891.0,
913.0,
870.0,
893.0,
868.0,
890.0,
868.0,
880.0,
864.0,
870.0,
859.0,
875.0,
861.0,
874.0,
890.0,
899.0,
868.0,
881.0,
854.0,
900.0,
