459.0,
530.0,
457.0,
553.0,
471.0,
467.0,
515.0,
469.0,
487.0,
550.0,
455.0,
495.0,
523.0,
465.0,
523.0,
465.0,
469.0,
530.0,
456.0,
503.0,
486.0,
474.0,
538.0,
471.0,
499.0,
546.0,
483.0,
464.0,
547.0,
454.0,
