522.0,
573.0,
651.0,
551.0,
582.0,
604.0,
561.0,
530.0,
540.0,
600.0,
531.0,
533.0,
536.0,
617.0,
542.0,
519.0,
539.0,
575.0,
563.0,
553.0,
568.0,
586.0,
523.0,
520.0,
581.0,
560.0,
520.0,
544.0,
608.0,
546.0,
