254.0,
249.0,
256.0,
282.0,
261.0,
290.0,
254.0,
262.0,
275.0,
251.0,
266.0,
270.0,
258.0,
256.0,
262.0,
259.0,
270.0,
264.0,
260.0,
283.0,
271.0,
251.0,
281.0,
258.0,
247.0,
268.0,
254.0,
261.0,
289.0,
266.0,
