1949.0,
1933.0,
1995.0,
2037.0,
1915.0,
2041.0,
1886.0,
2052.0,
1998.0,
1902.0,
2110.0,
1861.0,
1909.0,
2000.0,
2092.0,
1905.0,
2010.0,
2060.0,
1908.0,
2026.0,
1881.0,
2071.0,
1853.0,
2018.0,
2104.0,
1849.0,
1997.0,
1908.0,
2063.0,
1895.0,
